start	
200108	이 혼란한 세상에 빛이 되어 주세요
200109	항상 몸조심 하세요
200201	발키리를 위한 물건은 발키리가 가장 잘 아는 법이지
200202	거기, 뭔가 살 게 있을 것 같은데?
200203	발키리 상품은 우리 가게가 최고지
200204	발키리라면 용족과 함께 하는 일이 수치란 걸 알아야 해
200205	용족은 우리 땅을 뺏은 파렴치한이라고. 제국이 없어지면 다음은 용족 차례가 될 거야
200206	살 거야, 팔 거야? 빨리 정해!
200207	너, 구경만 하고 가는 건 아니겠지?
200208	뭘 원하는데?
200209	허! 너 아직도 살아있었어?
200211	가보라고
200212	빨리 가면 나야 좋지
200213	용족을 만나면 우선 한 방 먹여주고 뭐든 시작하라고
200214	가려면 빨리 가버려
200301	푸핫핫! 푸하~
200302	여기 에일은 대륙 최고야!
200303	이건 누가 맡긴 물건이더라?
200304	어서 오시오, 어서 와!
200305	무엇을 맡기고 싶소이까?
200306	반갑소이다, 반가워!
200307	잘 가시오!
200308	또 만납시다!
200402	전사한테 필요한 것들이 잔뜩 있다고
200403	어딜 보는 거지? 여기라니까
200404	무엇을 원하지?
200405	무엇이든지
200406	어서 와
200407	무엇을 사고 싶어?
200408	또 와
200409	만족했어?
200410	잘 가
200501	용족을 위한 물건들이 있습니다
200502	이곳의 물건은 다른 상점 것과는 질이 다릅니다
200503	용족이 아닌 분들은 좀 멀리 떨어져 주겠습니까?
200504	찾는 물건이 있습니까?
200505	무엇이 필요하십니까?
200506	어떤 물건이 보고 싶습니까?
200507	안녕하십니까?
200508	또 오십시오
200509	용족의 명예가 돌아오는 날까지, 나는 여기 있을 것입니다
200510	안녕히 가십시오
200601	엘리멘탈리스트라면 자연이 깃든 물건이 필요하겠죠
200602	자연은 가장 강력한 힘이에요
200603	뭔가 사실 건가요?
200604	저 바람과 나무와 새들이 하는 이야기가 들리시나요?
200605	어서 오세요
200606	뭐 찾는 거라도 있으신가요?
200607	무엇이 필요하시죠?
200608	원하는 것을 말씀하세요
200609	흐트러진 순환의 고리를 바로잡는 것이 우리 엘리멘탈리스트들의 사명이라고 생각해요
200611	다음에 또 봬요
200612	자연이 당신을 보호하길
200613	가서 마법의 힘으로 당신의 동료들을 도와주세요
200701	조, 좋은 물건 있습니다
200702	지, 질 좋고 저렴한 상품 팝니다
200703	이런... 이런 저런 모든 물건 팝니다
200704	예, 예! 무슨 일이시죠?
200705	무, 물건을 사시겠다고요?
200706	어, 어서 오십시오
200707	가, 감사합니다
200708	고맙습니다
200709	살펴가십시오
200801	거기, 뭐 좋은 일 있습니까?
200802	난 마법사는 아니지만 내 제조품은 그 힘을 뛰어넘는답니다
200803	당신에게만 할인가로 제조해 드립니다, 어서 오십쇼!
200804	다시 올 줄 알았습니다
200805	힘을 불어넣지 않은 무기는 철 방망이에 지나지 않죠
200806	무엇을 만들고 싶으시죠?
200807	살펴 가십시오!
200808	음, 그게 분명히 할인가입니다. 에누리 따윈 없습니다
200809	이용해주셔서 감사합니다!
200	헤어스타일
400	스킬 숙련도
21001	자동공격
21002	아이템줍기
21003	따라가기
21004	앉기/서기
21005	거래
21006	개인상점
21008	파티탈퇴
21009	기본공격
21010	친구추가
21101	인사
21102	작별
21103	의문
21104	한숨
21105	환호
21106	거부
21107	승낙
21108	공격
21109	감사
21110	사과
21111	키스
21112	웃음
21113	울음
21114	환영
21115	박수
21116	경외
21117	최고
21118	삐짐
21119	도발
21120	수면
21121	포즈
21122	댄스
21123	개그
21124	동물
21125	쇼크
22002	주변에 있는 아이템을 줍습니다.
22003	타겟으로 설정된 플레이어를 따라갑니다.
22004	자리에 앉아 휴식을 취합니다
22005	타겟으로 설정된 플레이어에게 거래를 신청합니다.
22006	개인상점을 시작합니다.
22008	파티에서 탈퇴합니다.
22009	타겟으로 설정된 상대를 공격합니다.
22010	타겟으로 설정된 상대를 친구로 추가합니다.
22101	인사  정중하게 인사합니다
22102	작별  작별인사를 합니다
22103	의문  의문스러워 합니다
22104	한숨  한숨을 내쉽니다
22105	환호  기쁨에 차 환호합니다
22106	거부  거부의사를 표합니다
22107	승낙  승낙의사를 표합니다
22108	공격  공격을 알립니다
22109	감사  고마움을 표합니다
22110	사과  사과합니다
22111	키스  키스를 보냅니다
22112	웃음  크게 웃습니다
22113	울음  슬피 웁니다
22114	환영  기쁘게 맞아들입니다
22115	박수  박수를 칩니다
22116	경외  존경을 표합니다
22117	최고  최고라며 칭찬합니다
22118	삐짐  토라집니다
22119	도발  무례한 행동을 취합니다
22120	수면  누워 잠을 잡니다
22121	포즈  멋진 자세를 잡습니다
22122	댄스  흥겹게 춤을 춥니다
22123	개그  우스꽝스러운 행동을 합니다
22124	동물  동물흉내를 냅니다
22125	쇼크  충격 받은 듯한 행동을 취합니다
50101	수도 에텔레인으로 향하는 첫 번째 길목.#평화롭고 아름다운 숲은 제국군에게 점령된 이후#점차 음습한 기운을 뿜어내기 시작했고,#결국 들어간 누구도 살아나오지 못하는#죽음의 숲이 되어버렸다.
50102	이곳엔 거친 숲에 적응된 암흑 기사단의#비스트 라이더들이 존재하고 있다고 한다.#생명 있는 모든 것을 삼켜버린다고 하는 야수들의 숲.
50103	하지만, 에텔레인으로 가기 위해서는#반드시 이 숲을 통과해야만 한다.
50104	에텔레인 지하에 거미줄처럼 뻗어나간 수로들.#근원을 알 수 없는 이 수로들은#과거 영토분쟁이 한창이던 시기의 격전지로#파괴와 죽음이 끊지 않던 곳이었다.
50105	격전이 벌어지는 전장의 살기와 음습한 지하의 기운은#사악한 힘을 불러들였고,#그 기운은 죽은 자들을 영원한 잠에 이를 수 없는 고통에 빠뜨렸다.
50106	인간성은 잃은 채 생전의 공격성과 힘만을 간직한 언데드들의 공간.#쉬바르츠의 하수인인 에텔레인의 주인을 처단하기 위해서는#한시라도 빨리 이곳을 돌파해야 한다.
50107	산맥들 사이에 그림처럼 자리잡은 성과 순백의 설원.#험준한 지형과 맹추위로 사람들이 출입을 꺼리던 장소였으나#눈과 얼음이 빚어내는 아름다움이 투명하게 빛나던 장소였다.
50108	그러나 이곳으로 스며든 검은 마왕의 기운은,#그 청결한 한기를 더럽혀서 살아있는 모든 것을 앗아가는#무자비한 혹한으로 바꿔놓았다.
50109	시간이 정지된 듯한 세계.#얼음 밑에 숨죽인 채 잠든 생명들은#이 세계에 다시 시간을 가져다 줄 영웅을 고대하고 있다.#
50110	검은 마력의 속박에 묶인 용족들의 유배지.#그들은 용족들의 힘을 질시하고 두려워한 마족들에게#그 힘을 봉인 당한 채 변방 용암지역으로 쫓겨났다.
50112	빼앗긴 힘을 되찾아주겠다는 맹약을 지키는 자들에게#그들은 반드시 힘을 빌려줄 것이다.
50113	과거 바람의 신과 대지의 여신의 축복을 받은 풍요로운 땅.#그러나 인자하고 총명하던 군주가 그 총기를 흐리고#사교에 빠져든 이후, 신의 축복은 이 땅을 떠나게 되었다. 
50114	이제는 죽음과 파괴를 예찬하는 사교도들의 땅으로#변한 이곳에서는 과거의 영광을 다시 찾아보기 힘들다.#황제의 힘에 의해 되살아나#에테르의 심장을 가지게 된 성주는#더욱 사악한 힘으로 이 땅을 유린했다.
50115	풍요로운 대지를 회복하기 위해서는#모든 재난의 원흉인 그를 쓰러뜨려야만 한다.
50116	황제의 심복인 루만카와 그녀의 종족 헬론들의 성.#황제로부터 에테르의 심장을 이식 받은 루만카는#이 곳에 거대한 에테르 플랜트를 형성하여#마족들에게 강력한 힘을 행사했다.
50117	헬론들의 성에서는 에테르를 이용해#그들의 힘을 강화하는 연구가 활발하게 이루어지고 있다.
50118	제국의 기세를 확실히 꺾기 위해서는#헬론들의 성역이자 전략적 요충지인 이곳을#가장먼저 포석으로 삼아야 할 것이다.
1401	1차 보상
1402	2차 보상
1403	미션 포인트
1404	완료
1405	%s
1406	%d
5605	키 입력이 없어 자동으로 마을로 돌아갑니다.
5606	아무 키나 눌러주세요.
5607	%s님이 대전 가능 상태입니다
5608	%ld 초 동안 입력이 없으면 마을로 돌아가게 됩니다.
5609	%ld 초 후에 대전이 시작됩니다.
5611	[%s]님께서 [%s]님에게 결정타를 날렸습니다.
5612	대전을 준비 중입니다.
5613	대전 시작!!!
5614	대전 종료!!!
5615	청팀
5616	홍팀
5209	%s님에게 귓속말: %s
5210	%s님의 귓속말: %s
751	25%
752	50%
753	75%
754	100%
926	<%d 레벨>
927	<%d 레벨>
928	<%d 레벨>
929	<%d 레벨>
930	<%d 레벨>
931	<%d 레벨>
932	<%d 레벨>
933	<%d 레벨>
934	<%d 레벨>
935	<%d 레벨>
936	<%d 레벨>
937	<%d 레벨>
398	%d
11250	최고레벨
11251	비활성
5114	%s 아이템을 삭제합니다. 삭제된 아이템은 복구가 불가능합니다.
5115	%s 아이템을 꺼내시는데 %d하임이 소비됩니다.
5617	삭제 할 목록이 없습니다.
160101	크르르르….
160102	죽어 살아있는 이 고통! 너도 그것을 맛보게 될 것이다!
160103	너는 진정한 고통을 알지 못한다. 내가 그것을 보여주마!
160104	모든 것을 없앨 것이다! 모든 것을 죽일 것이다! 모든 것을!!
160105	고통스러워해라!
160106	그 하찮은 목숨, 단번에 없애 주마!
160108	이 순간을 얼마나 기다렸던가. 다시 눈을 뜨는 일이 없길….
160109	아아, 죽음인가. 그 얼마나 달콤한 이름인지… 고맙구나.
160201	내게 마법의 힘을 준 황제께 영광이 있으라, 킬킬….
160202	증오한다, 살아있는 생명을! 나를 배신한 인간들을 결코 용서치 않으리라!
160203	저주받을 마나여, 증오스러운 에테르여. 내게 씌워진 저주의굴레는 끊을 수가 없구나.
160204	내가 너를 발견하지 못하리라 생각했나?
160205	인간! 난 너희를 위해 모든 것을 바쳤다! 그런데 왜 나를 배신한 것인가? 왜 나를 제국의 손에 버린 것인가!
160206	배은망덕한 인간들! 결코 너희를 살려 보내지 않을 것이다!
160207	나를 보라, 이 괴물 같은 모습을! 인간, 너희가 만들어낸 배신의 증표다!
160208	아트룸 템페스타스!
160209	이 저주받을 힘이 네 숨을 끊을 것이다!
160210	배반과 교활함으로 가득 찬 그 심장을 박살내 주마!
160301	아아, 내 아름다운 땅. 정말 아름답지 않느냐, 세실? 응?
160302	난 영원히 살면서 이 땅을 다스릴 것이다. 그런데 너무 춥구나, 불을 더 떼지 않고 뭐 하느냐?
160303	영원한 생명! 영원한 왕! 난 신이다! 키히히히히
160304	요즘 이상하게 눈앞에 뿌연 것이 얼음이 눈앞에 낀 것만 같구나. 어의를 들이거라.
160305	이런 불경한 놈! 내 왕국에서 썩 물러나라!
160306	감히 허락도 없이 내 앞에 얼굴을 들이대다니, 다들 어디 있느냐, 저 버릇없는 놈을 매우 쳐라!
160307	경비병! 경비병은 어디 있기에 저따위 놈들을 내 홀에 들이는 거냐?!
160308	내 홀이 더러워지잖아! 저런 꾀죄죄한 것들이 내 홀을 밟고 있다니!
160309	널 살려 보낼 것 같으냐?
160310	감히 내 눈을 피할 수 있다고 생각했느냐?
160401	제국은 결코 이곳을 지날 수 없을 것이다!
160402	시겔 기사단의 명예를 걸고, 너희를 보내지 않겠다!
160403	인간의 몸으로 제국을 따르다니, 너희에게는 수치조차 없는 것이냐?
160404	제국은 대륙의 적이다! 협약 따위는 절대 있을 수 없다!
160405	성스러운 비오스의 검을 받아라!
160406	제국을 따르는 대가를 받을 것이다!
160407	긴 꿈에서 해방시켜 주어 고맙소….
160408	…고맙소
170101	숲에 감도는 검은 에테르의 기운이 날 즐겁게 해주는구나.
170103	제 발로 무덤을 찾아오는구나.
170104	네 공포가 날 즐겁게 해주는 구나! 와라!
170105	내 저주가 네 놈의 뼛속까지 스며들 것이다!
170106	주인께서 내게 부여하신 힘을 보여주마!
170108	에테르가 날 다시 살릴 것이다….
170109	너희가 날 꺾었다 해도 제국이 강대하다는 것은 변함이 없다.
170110	언젠가… 제국에 반기를 든 대가를 치를 것이다….
170201	자, 이리로, 죽음의 동료들이여.
170202	산 자가 이곳에 들어왔군. 강한 자의 영혼은 언제나 얻을 가치가 있는 법.
170203	산 자들이 언제쯤이나 도착할까? 어떤 자들일까? 기대가 되는군.
170204	너희가 에텔레인으로 가려는 반란군인가? 재미있군.
170205	이름을 말해보거라, 산 자여. 죽은 자들의 땅으로 온 용기를 칭찬해주마.
170207	영원한 생을 원하나? 영생은 죽음 뒤에 오는 것, 얌전히 목숨을 내놓도록 하거라.
170208	어둠의 일부가 되거라!
170209	자, 우리의 세계로 오거라.
170210	정말 탐나는 생명이구나, 반드시 내 손에 넣겠다!
170211	한번 죽음을 겪은 몸에는 영원한 죽음이란 없다, 산 자여.
170212	산 자는 한 번 죽음을 두려워하지만 우리는 몇 번의 죽음도 두렵지 않다.
170213	산 자여, 그 힘에 찬사를 보내마. 네 길을 눈 여겨 보겠다.
170301	적이 인간이든 제국이든 상관없다. 우리는 루시어스님을 지키는 자들임을 명심해라!
170302	너희는 루시어스님이 일으켜세운 생명이다. 그것을 꼭 기억하도록 하라.
170303	루시어스님을 해치고자 하는가? 그렇다면 너는 결코 이곳을 지날 수 없다!
170305	죽음이 깃든 검을 받으라, 산 자여!
170306	너는 결코 루시어스님 가까이 갈 수 없다!
170307	내 뼈만 남은 육신으로라도 너를 막아 루스어스님을 지킬 것이다!
170308	루시어스님이 존재하는 한 나는 그 곁을 지킬 것이다.
170309	내게 진정한 죽음이란 없다, 날 꺾어도 넌 진정 이긴 것이 아니다.
170310	루, 루시어스님, 이 종의 실수를 용서해 주십시오.
170401	건방진 반란군 놈들이라도 이 추운 곳까지 들어오지는 않을 테지
170402	나약한 반란군 놈들은 이곳에 들어오면 당장 얼음석상이 되고 말걸.
170403	용케도 여기까지 기어들어왔구나, 하지만 네 녀석도 끝이다!
170406	보라, 네 놈의 육체가 얼마나 나약한 것인지!
170407	벌레 같은 주제에 제법 하는 구나! 이제 봐주지 않겠다!
170408	내가 저 따위 놈들에게 지다니….
170409	용케도 날 쓰러트렸군. 허나 너희가 성주를 쓰러트릴 수 있을 거라고 생각하지 마라.
180102	어제 정찰병 녀석이 대장 손에 내던져진 걸 봤지? 그렇게 되지 않으려면 눈 똑바로 뜨고 주위를 살펴야 해.
180103	왠지 저쪽에 뭔가 있는 거 같지 않아?
180105	오지마! 이 숲은 우리 거야!!
180106	적이다! 공격!!
180107	난 강해, 난 강하다구!
180108	네 놈이 날 이길 수 있을 것 같아?
180109	숲의 힘이 나와 함께 있어!
180110	흥. 내가 쓰러져도 달라지는 건 없어. 넌 대장을 이길 수 없으니까.
180112	아파.
180201	반란군의 쥐새끼들은 어디든 잘 숨어든다. 주위를 놓치지 마라.
180202	이곳을 잘 지키면 주인님께서 상을 내리실 것이다.
180203	주인님께서 숲에 발을 디디는 모든 자를 없애라고 하셨다, 쳐라!
180205	너희가 우릴 꺾을 수 있을 것 같으냐?
180206	주인님이 내리신 힘을 봐라!
180207	주인님의 영광을 위해!
180208	어차피 너희는 제국을 꺾을 수 없다.
180209	주, 주인님….
180301	크르르... 난 문을 지키는 건 싫어, 난 싸울 거야!
180302	적 없어? 나 싸우고 싶어!
180303	조그만 인간들, 약해! 난 크고 강하지!
180304	전투다!
180306	적?! 신난다!!
180308	크하하하하!
180309	부술 거야!
180310	…뭐지?
180401	킁킁…. 어디선가 살아있는 것들의 냄새가 나.
180403	배고파.
180405	캬하하! 인간이다!
180410	네 놈을 잊지 않겠어. 다음엔 너부터….
180411	이걸로 끝이라고 생각하는 건 아니겠지?
180501	제국의 노예가 되다니, 이보다 더한 수치가 어디있을까.
180502	얼음드래곤 족의 전사인 내가 여기서 뭘 하고 있는 것인가, 힘을 되찾을 수만 있다면.
180504	날 원망치 마라, 난 어차피 제국의 노예가 된 몸!
180505	널 놓치면 내 생명을 보존할 수 없다, 살아있어야 무엇이든 할 수 있는 법, 널 보내지 않을 것이다
180506	해방군인가? 나도 너희를 해치고 싶은 것은 아니지만 제국의 명령을 받는 한 어쩔 수가 없다!
180507	얼음드래곤 족의 힘을 보아라!
180508	받아라!
180509	패배를 인정하겠다.
180510	너희라면 제국을 꺾을 수도 있을 것 같군. 우리의 해방도 멀지 않았길….
180511	성주는 에테르 결석의 보호를 받고 있다. 조심하는 것이 좋아….
180601	꼭 긴 꿈을 꾸는 것 같아.
180602	제국 놈들은 어디까지 왔을까?
180603	우리가 제국 놈들을 이길 수 있을까?
180604	제국 놈들인가?!
180605	와 봐라, 제국의 개들아!
180606	난 너희가 무섭지 않아, 용감한 시겔기사단원이니까!
180607	이제야 기억이 나는군. 난 죽었었던 거지? 이제… 조금 쉴 수 있겠어.
180608	그래, 이게 처음 죽음은 아니었지. 그리고 마지막 죽음도 아닐 거야.
180701	무서워하지마. 우리는 반드시 승리할 거야.
180702	우리는 에르문트를 믿고 따라야 해. 그 끝이 죽음이라도 시겔 기사단은 하나잖아.
180703	이보다 더 끔찍했던 때도 있었지만 결국엔 이겼잖아. 에르문트를 믿도록 하자.
180704	게델, 넌 가족이 있잖아. 빠질 사람은 빠져. 제국 놈들은 반드시 막을 테니까.
180705	제국군이다! 공격!
180706	시겔 기사단은 후퇴를 모른다! 마지막 순간까지 너희를 베고 가겠다!
180707	이 뻔뻔한 제국 놈들! 죽은 동료들의 복수를 해주마!
180708	받아라!
180709	네 피를 동료들의 무덤에 바치겠다!
180710	난 하나의 뼈덩어리에 불과했던가? 그럼 우리의 전투는… 우리는….
180711	그래, 우리는 제국에게 몰살을 당했었지. 그 후 얼마의 시간이 흘렀는지….
180712	당신들은 제국군이 아니군요. 미안해요, 우리는… 
970	메인미션
971	서브미션
972	서브미션2
973	%s
974	%s
975	%s
410	소환수
50111	그들의 마음 속에는 용암보다도#더욱 뜨거운 증오와 복수심이 이글거리고 있다.#용의 힘을 빼앗긴 지금도 강한 자긍심과 힘을 가진 기사들의 고향.
21007	길드초대
22007	타겟으로 설정된 플레이어를 길드에 초대합니다
30001	양손도끼
30002	양손검
30003	한손검
30004	창
30007	한손 석궁
30008	에테르 웨폰
30009	지팡이
30010	오브
35001	갑옷
35002	프로텍터
35003	헬멧
35004	바지
35005	부츠
35006	장갑
35007	벨트
35008	셔츠
1201	%s
755	하급 인챈트
756	중급 인챈트
757	상급 인챈트
759	%s
758	%s
51201	%s 마을로 이동합니다.
51107	이동료 %I64u 하임이 필요합니다.
1315	%s
50201	울창한 나무들로 이루어진 깊은 숲.#제국군 암흑 기사단 정예 병사들이 지키고 있다.#에텔레인으로 입성하기 위한 반란군의 첫 번째 전쟁터.
50202	오랜 세월 어두운 지하수로 안을#떠돌아 다니던 영혼들이 에테르의 힘에 의해#언데드로 부활해 지하수로를 점령하고 인간의 생명을 노린다.
50203	무서운 냉기와 추위가 뼛속까지 스며드는#아름다운 설원의 왕궁.#설원 왕궁 안, 에테르의 노예가 된 왕을 처치해야 한다.
50204	들끓는 용암만이 존재하는 험준하고 척박한 화산 계곡.#용족을 배반한 제국군의 용기사단이#자유로 향하는 반란군의 길목을 막고 있다.
11401	메인미션 권장 레벨
11402	미션 최소 인원
11403	헌팅 권장 레벨
11404	LV
11405	서브미션1 권장레벨
11406	서브미션2 권장레벨
1035	길드를 창설 합니다.
1053	길드 레벨업
1054	길드 마크
1101	전반적인 길드에 대한 관리를 할 수 있습니다.
1041	길드인원   :   %d 명
1055	길드이름   :   %s
1056	관리마을   :   %s
1057	길드 UP   :   %I64u
1058	개인 UP   :   %d
1059	길드 소유 GP   :   %d
1060	GP 변환
1062	길드 전적
1063	명예전   :   %d 승 %d 패
1064	랭킹전   :   우승 %d 회   준우승 %d 회
1065	공성전   :   %d 회 수성
1017	길드장   :   %s
1018	길드레벨   :   %s
1071	동맹 길드
1072	적대 길드
998	Skip
11113	-A랭크:
11114	+A랭크:
11115	-S랭크:
11116	+S랭크:
11131	E
11132	D
11133	C
11134	B
11135	-A
11136	A
11137	+A
11138	-S
11139	S
11140	+S
5705	최고 랭크 입니다. 더 이상 랭크 업이 불가능합니다.
5706	랭크업에 필요한 인챈트 등급을 확인해 주시기 바랍니다.
23001	혼돈
23002	블라인드
23003	다운
23004	딜레이
23005	봉인
23006	스턴
23007	석화
23008	슬립
23009	프로즌
23010	후유증
23101	중독
23102	상처
23103	화상
23104	공황
23105	무기력
23106	약체
23107	실패
23108	좌절
23109	족쇄
23110	둔화
23111	역류
23113	체력저하
23114	디클라인
23115	마법노출
23116	흡수
23117	약점
23118	장애
23119	피격족쇄
23120	피격프로즌
23121	피격둔화
23122	피격스턴
23123	피격피어
23124	원소공격저하
23125	힘감소
23126	민첩감소
23127	체력감소
23128	정신력감소
23129	지력감소
23130	기본공격저하
23131	기본방어저하
23132	불원소공격력저하
23133	물원소공격력저하
23134	바람원소공격력저하
23135	대지원소공격력저하
23136	암흑원소공격력저하
23137	불원소저항률저하
23138	물원소저항률저하
23139	바람원소저항률저하
23140	대지원소저항률저하
23141	암흑원소저항률저하
23201	분노
23202	방어
23203	보호
23204	투지
23205	균형
23206	활력
23207	명상
23208	기세
23209	질주
23210	집중
23211	시야
23212	정밀
23213	격려
23214	탄력
23215	활기
23216	자극
23217	치료
23218	원소저항률
23219	마법쉴드
23220	홀딩
23221	데미지반사
23222	SP추가공격력
23223	레인지
23224	힘강화
23225	민첩강화
23226	체력강화
23227	정신력강화
23228	지력강화
23229	원소공격상승
23230	기본공격상승
23231	기본방어상승
23232	추가데미지
23233	불원소공격력증가
23234	물원소공격력증가
23235	바람원소공격력증가
23236	대지원소공격력증가
23237	암흑원소공격력증가
23238	불원소저항률증가
23239	물원소저항률증가
23240	바람원소저항률증가
23241	대지원소저항률증가
23242	암흑원소저항률증가
23301	변신
23302	강철
23303	투명
23304	피어
23305	공격불능
23306	소환
23307	검기충전
24001	피아를 식별할 수 없게 되어 아무나 공격을 합니다
24002	시야가 1로 줄어 그 범위 이외의 사물을 구별할 수 없습니다
24003	넘어진 상태가 되어 행동을 할 수 없습니다
24004	모든 행동이 취소되며 다음 행동을 하기까지 특정시간이 소요됩니다
24005	마법관련 스킬을 사용할 수 없습니다
24006	기절상태로 다른 행동을 할 수 없습니다. 공격을 받아도 해제되지 않습니다
24007	몸이 돌처럼 단단하게 굳어 모든 행동이 불가능합니다. 이 상태에서는 외부 공격으로 인한 피해를 받지 않습니다
24008	깊은 잠에 빠져 다른 행동을 할 수 없습니다. 적에게 공격을 받으면 상태가 해제됩니다
24009	몸이 얼어 움직이지 못합니다
24010	몸 상태가 완벽하게 회복되지 않아 몸이 무겁게 느껴집니다
24101	독에 중독되었습니다
24102	상처를 입었습니다
24103	화상을 입었습니다
24104	정신적인 충격으로 인해 MP/SP가 감소합니다
24105	전투 의지가 저하되어 공격력이 감소합니다
24106	방어력이 감소합니다.
24107	공격 성공률이 저하됩니다
24108	방어 성공률이 저하됩니다
24109	이동속도가 느려집니다
24110	공격속도가 느려집니다
24111	HP량이 감소합니다
24112	MP/SP량이 감소합니다
24113	HP회복량이 감소합니다
24114	MP/SP회복량이 감소합니다
24115	원소 저항률이 감소합니다
24116	적의 HP/MP/SP를 흡수합니다
24117	HP회복률이 감소합니다
24118	MP/SP회복률이 감소합니다
24119	타격을 한 대상은 피해를 입고 이동속도가 느려집니다
24120	타격을 한 대상은 피해를 입고 얼어버립니다
24121	타격을 한 대상은 피해를 입고 공격속도가 느려집니다
24122	타격을 한 대상은 피해를 입고 스턴을 당합니다
24123	타격을 한 대상은 도망을 가게 됩니다
24124	원소 공격력이 저하됩니다
24125	힘이 감소합니다
24126	민첩이 감소합니다
24127	체력이 감소합니다
24128	정신력이 감소합니다
24129	지력이 감소합니다
24130	HP가 %d이하 시 공격력이 %d만큼 낮아집니다
24131	HP가 %d이하 시 방어력이 %d만큼 낮아집니다
24132	불 원소 공격력이 감소합니다
24133	물 원소 공격력이 감소합니다
24134	바람 원소 공격력이 감소합니다
24135	대지 원소 공격력이 감소합니다
24136	암흑 원소 공격력이 감소합니다
24201	분노하여 공격력이 상승합니다
24202	방어에 집중하여 방어력이 상승합니다
24203	이상상태 및 상태 악화에 걸리지 않습니다
24204	공격 성공률이 상승합니다
24205	방어 성공률이 상승합니다
24206	HP회복률이 상승합니다
24207	MP 또는 SP 회복률이 상승합니다
24208	공격 속도가 빨라집니다
24210	크리티컬 확률이 증가합니다
24211	스킬 사거리가 증가합니다
24212	크리티컬 데미지가 증가합니다
24213	HP량이 증가합니다
24214	MP/SP량이 증가합니다
24215	HP회복량이 증가합니다
24216	MP/SP회복량이 증가합니다
24217	화상, 상처, 스턴 상태를 치료합니다
24218	원소 저항률이 증가합니다
24220	이동이 가능하지 않습니다
24221	받은 피해의 일부를 반사시킵니다
24222	SP당 추가공격력이 상승합니다.
24223	근접한 적에게 피해를 줍니다
24224	힘이 상승합니다
24225	민첩이 상승합니다
24226	체력이 상승합니다
24227	정신력이 상승합니다
24228	지력이 상승합니다
24229	원소 공격력이 상승합니다
24230	HP가 일정량 이하 시 공격력이 상승합니다
24231	HP가 일정량 이하 시 방어력이 상승합니다
24232	공격당 피해가 증가됩니다
24233	불 원소 공격력이 상승합니다
24234	물 원소 공격력이 상승합니다
24235	바람 원소 공격력이 상승합니다
24236	대지 원소 공격력이 상승합니다
24237	암흑 원소 공격력이 상승합니다
24238	불 원소 저항력이 상승합니다
24239	물 원소 저항력이 상승합니다
24240	바람 원소 저항력이 상승합니다
24241	대지 원소 저항력이 상승합니다
24242	암흑 원소 저항력이 상승합니다
24301	다른 형태의 모습으로 일시적으로 변신한 상태입니다
24302	대상은 적이 공격을 할 수 없는 상태가 됩니다. 대상은 이동 이외의 모든 행동이 불가능하며 이동 속도가 감소합니다
24303	투명 상태가 되어 적에게 보이지 않습니다. 이동 이외의 행동을 하게 되면 상태가 해제됩니다
24304	두려움에 질려 도망을 갑니다
24305	공격을 할 수 없습니다
24306	%s가 소환되었습니다
25001	엑스마스터리
25002	투핸드소드마스터리
25003	하드스킨
25004	스피릿데미지
25005	리커버인헨스
25006	리미트포스
25100	디펜더노멀
25101	발터의디펜스
25102	헥스터의넉백
25103	루드빅의스턴
25150	버서크노멀
25151	휴즈의브레이커
25152	헥스터의넉백
25153	롤랜드의다운
25201	타운트
25202	스턴킥
25203	쏜즈스킨
25204	슬래쉬
25205	그라운드쇼크
25206	데미지리커버리
25207	더블슬래쉬
25209	스펙트랄가드
25211	점핑크러쉬
25212	바이탈앰플리파이
25213	와일드스피릿
25301	배쉬
25302	SP리차지
25303	버서크모드
25304	태클
25305	스핀크러쉬
25306	스피릿리차지
25307	데들리스트라이크
25308	소닉익스플로전
25309	스피닝블로우
25310	스피닝크러쉬
25311	어퍼블로우
25312	더블어택
25313	퓨리스트라이크
25314	웨폰쓰로잉
25501	소드마스터리
25502	스피어마스터리
25503	블록트레이닝
25504	어택트레이닝
25505	럭키힛트
25506	드래고닉포스
25600	이도류노멀
25601	레스토르의스피드
25602	토르레스의크리티컬
25603	에르메우스의넉백
25650	창노멀
25651	알레이스터의데미지
25652	에르메우스의넉백
25653	플라비우스의피어싱
25701	트리플피어스
25702	소드댄싱
25703	소닉블레이드
25704	일루전댄스
25705	마하슬래쉬
25706	디퓨즈블로우
25707	바이퍼블레이드
25708	디바인포스
25709	마크오브첸스
25710	래피드어택
25711	데스디바이드
25712	스피리쳐아이
25713	아케인블레이드
25714	슬러터
25715	블레이드퓨리
25801	어썰트
25802	스터닝블로우
25803	피어
25804	마크오브리커버
25805	드래곤아이
25806	드래곤트랜스폼
25807	스톰웨이브
25808	라이트닝랜스
25809	디바인엠블렘
25810	아머브레이크
25811	파이어썬더
25812	마크오브스피릿파워
25813	익스플로전어택
25814	에본블레이드
26301	듀얼석궁마스터리
26302	에테르웨폰마스터리
26303	애큐러시트레이닝
26304	닷지트레이닝
26305	레인지
26306	피어스
26401	패스트샷
26402	스나이핑
26403	문어썰트
26404	쇼크웨이브
26405	프로즌애로우
26406	더블스핀킥
26407	블러드레인
26408	에테르블레이즈
26409	디펜스모션
26410	에어블로우
